,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
Bandwidth Management and QoS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.264520536850237,0.0,0.0,0.0
Art Education and Pedagogy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7888672671051646,0.0,0.0
ASP.NET,0.0,0.03278163532085189,2.920421398197039e-83,4.32159991413739e-07,0.0,0.0,0.0,0.0,0.00012337600530030565,0.3585668511563247,0.01091884682862887,0.0,0.0,0.0017035167854527243,0.0673062305425845,0.0007856477146480426,0.0,0.0,0.0,2.8827795981473308e-08
Managerial Accounting and Decision Making,0.0,0.0,3.1958641790562525e-94,0.0,0.0,0.0,0.0,0.0,1.3619166587700655e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Public Speaking,0.6756971435680669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8427549008052884,0.0,0.0,0.0,1.8756223278486601,0.0,0.0,0.0,0.0
IT Strategy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.718807829159765e-176,0.0,0.0,0.0,0.0,0.0
Innovation Analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.317408279161078e-136,0.0,9.569155820539591e-154,0.0
HTML/CSS,0.0,0.0,2.4401598115563755e-81,3.610915342708494e-05,0.0,0.0,0.0,0.0,0.003448829227216008,0.09066565121179325,0.02400188049327912,0.0,0.0,0.010225468185365773,0.012696887798228848,0.004728746004612859,0.0,0.0,0.0,2.4086925307749607e-06
Art and Society (Art as Reflection of Culture and Politics),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7888672671051646,0.0,0.0
Workplace Skills,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5630574435256118e-61,0.0,0.0,0.0,0.0
Kotlin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025557210384263653,0.16280564560890506,0.02357273398210784,0.0,0.0,0.005108219164918995,0.012574091442028026,0.003857967351774602,0.0,0.0,0.0,0.0
"Analysis of Rizal's Novels (e.g., Noli Me Tangere, El Filibusterismo)",0.0,0.0,0.0,0.0,0.0026047702968167654,0.0,0.0,0.0,0.0,0.0,0.0,0.008303934837690888,0.019785458609435883,0.0,0.0,0.0719216912118681,0.0,0.08487367098394015,0.0,0.0
Sport-Specific Drills and Training Methods,0.0,0.0,0.0,6.295858917461456e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Historical Research,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34895778948689005,0.0,0.05582508993127849,0.0,0.0
Feminist Theory,0.00015483208673191346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8383651483116745,0.0,0.0,0.0,0.0
Counseling Techniques,3.915857099517701e-05,0.0,0.0,0.0,0.0,0.0,1.1530666403434484,0.0,0.0,0.0,0.0,0.00046749383004756283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philosophy of Science,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3126215089519335,0.0,0.0,0.0,0.0
NoSQL Databases,0.0,0.0,0.0,0.0,0.0,0.0,5.953743588837346e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.167985353866493,0.0
Big Data Concepts and Tools,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.110276418912365,0.0
Turing Machines and Computational Complexity,0.0,0.0,0.0,0.0,0.0,4.185165028614665e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.45687759353664015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Integration Patterns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1095135196834003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firewall Management,0.0,0.0,0.0,0.0,0.0,0.3455714922440389,0.0,0.0,0.0,0.37919303354429107,0.0,0.0,0.0,0.0,0.0,0.0,0.2934295538454091,0.0,0.0,0.0
Financial Statement Analysis,0.0,0.0,3.1958641790562525e-94,0.0,0.0,0.0,0.0,0.0,1.3619166587700655e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Human Rights and Global Justice,0.0,0.0,0.0,0.0,1.4710423822598422,0.0,1.6556850534986343e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Choreography and Dance Routines,0.0,0.0,0.0,6.295858917461456e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quantitative Reasoning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5050892053220669,0.0,0.0,0.0,0.7680035154041873,0.0,0.0,0.0,0.0,0.0,0.013354309588304655,0.0
Intellectual Property,0.0,0.0,0.0,0.0,0.0,0.0,2.6964652512345775e-52,2.7714721364670203e-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flexibility and Mobility Training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.197186363728157e-20,0.0,0.0,0.0,3.2954267691783053e-12,0.0,0.0,0.0,0.0,0.0,0.0,2.7998441148969175e-16,0.0
Secure Coding Practices,0.0,0.26754300190783853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15244722789337176,0.0,0.0,0.0,0.0,0.0
Public Speaking and Presentation for Sports Events,0.0,0.0,0.0,6.295858917461456e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Survival Strategies and Techniques,0.0,0.0,0.0,0.0,0.009338951742673539,0.0,0.0,1.833732077599565e-148,0.0,0.0,1.1584172035402052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Testing and Debugging Techniques,0.0,0.40131450286175774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2286708418400576,0.0,0.0,0.0,0.0,0.0
Microprocessor and Microcontroller Design,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.207422624141925
Time Management and Prioritization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5630574435256118e-61,0.0,0.0,0.0,0.0
Statistics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.613975229402355,0.0,0.0,0.0,0.40358720857870045,0.0,0.0,0.0,0.0,0.0,0.23831967454261047,0.0
E-Commerce and Digital Business Models,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159822504823429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First Aid and Emergency Response,0.0,0.0,0.0,0.0,0.014008427614010305,0.0,0.0,2.750598116399346e-148,0.0,0.0,1.7376258053103075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emotional Intelligence,0.00011747571298553145,0.0,0.0,0.0,0.0,0.0,3.4591999210303452,0.0,0.0,0.0,0.0,0.0014024814901426891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exercise Science,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2295779545592235e-19,0.0,0.0,0.0,4.943140153767458e-12,0.0,0.0,0.0,0.0,0.0,0.0,4.199766172345376e-16,0.0
"Quality Assurance Standards (e.g., ISO, CMMI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26190032194418894,0.0,0.0,0.0,0.006658936461446802,0.0,0.0,0.0,0.0,0.0,0.0
Art History,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1833009006577468,0.0,0.0
Geometry,0.00011703574652409208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0718299163638974,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Business Process Integration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1095135196834003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Auditing and Internal Controls,0.0,0.0,3.1958641790562525e-94,0.0,0.0,0.0,0.0,0.0,1.3619166587700655e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Student Code Review and Feedback,0.0,0.3418106238714822,0.0,0.0,0.0,0.0,0.0,0.0,0.0030186371558901504,0.0,0.036930186572467265,0.0,0.0,0.0,0.0,0.00468885664241615,0.0,0.0,0.0,0.0
Backup and Recovery Solutions,0.0,0.0,0.0,0.0,0.0,0.5183572383660583,0.0,0.0,0.0,0.5687895503164366,0.0,0.0,0.0,0.0,0.0,0.0,0.44014433076811366,0.0,0.0,0.0
Nutrition and Lifestyle Education,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99947995889347e-20,0.0,0.0,0.0,2.0098872170834506e-12,0.0,0.0,0.0,0.0,0.0,0.0,1.707630389177422e-16,0.0
Web Design Principles,0.0,0.0,4.8640998198893535e-80,0.0007197828840932494,0.0,0.0,0.0,0.0,0.0,0.026445611450344443,0.010593745697496597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8013741756165106e-05
Network Security and Encryption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.654905561922708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Requirements Engineering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.609985187034365,0.0,0.0,0.0,0.0,0.0
Cloud Platforms and Services,0.0,0.0,0.0,0.0,0.0,1.9324184846030374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethics in Social Research,0.00015483208673191346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8383651483116745,0.0,0.0,0.0,0.0
Philosophical Writing and Argumentation,0.0,0.0,0.0,0.0,2.1035042078378465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Push Notifications (Firebase Cloud Messaging),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002628872243828786,0.14154698942447305,0.021108870990545973,0.0,0.0,0.00556193260480418,0.013699286086440774,0.0038697459926207984,0.0,0.0,0.0,0.0
Disaster Recovery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6547226211869841e-183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5407152569816592e-156,0.0,0.0,0.0
Non-Western Art Traditions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7888672671051646,0.0,0.0
"Policy Literacy (e.g., NSTP Law, civic laws)",0.0,0.0,2.2915630015410606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dance Instruction for Different Levels,0.0,0.0,0.0,9.443788376192183e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Virtual Machines and Hypervisor Technologies,0.0,0.0,0.0,0.0,0.0,1.9324184846030374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Change Management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21160551944072e-136,0.0,6.379437213693058e-154,0.0
Distributed Databases,0.0,0.0,0.0,0.0,0.0,0.0,3.6206929388474778e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8154157088817837,0.0
Environmental Awareness and Sustainability,0.0,0.0,1.5277086676940406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wireless LANs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.190346567168877e-160,0.0,0.0,0.0,0.0,0.0,0.0
"Searching Algorithms (e.g., Binary Search, Hashing)",0.0,1.0227701203358457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Unit Testing (xUnit, NUnit)",0.0,0.0010123491495198425,4.219621817804555e-84,6.244139044285064e-08,0.0,0.0,0.0,0.0,0.0,0.16432569381887616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1652429150223685e-09
Indexing and Query Optimization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.110276418912365,0.0
RESTful APIs Integration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002628872243828786,0.14154698942447305,0.021108870990545973,0.0,0.0,0.00556193260480418,0.013699286086440774,0.0038697459926207984,0.0,0.0,0.0,0.0
Strategic Partnerships and Alliances,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08899879058581966,0.0,0.0,0.0,0.0,0.0,1.3860927308691894e-56,0.0,0.0,0.0
Network Management,0.0,0.0,0.0,0.0,0.0,0.4732548829483511,0.0,0.0,0.0,0.5210127439208738,0.0,0.0,0.0,0.0,0.0,0.0,2.706908542568927,0.0,0.0,0.0
System Architecture Design,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027016348170836924,0.29162349103712054,0.021249236997399237,0.0,0.0,0.21561227931309954,0.0011271395772169607,0.0038477546759889754,0.0,0.0,0.0,0.0
Functional Fitness Training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.197186363728157e-20,0.0,0.0,0.0,3.2954267691783053e-12,0.0,0.0,0.0,0.0,0.0,0.0,2.7998441148969175e-16,0.0
Global Issues,0.0,0.0,0.0,0.0,0.10305936555191673,0.0,2.6110254175785302e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stakeholder Communication and Collaboration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7399901246895764,0.0,0.0,0.0,0.0,0.0
Qualitative Research,0.00015483208673191346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8383651483116745,0.0,0.0,0.0,0.0
"Interdisciplinary Approaches to Art (e.g., History, Sociology, Psychology)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7888672671051646,0.0,0.0
Software Testing and Unit Testing,0.0,0.2278737492476548,0.0,0.0,0.0,0.0,0.0,0.0,0.0020124247705934338,0.0,0.024620124381644848,0.0,0.0,0.0,0.0,0.003125904428277434,0.0,0.0,0.0,0.0
Arithmetic Logic Unit (ALU) Design,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41484524828385
Regression Analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.001244797301333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timing Analysis and Optimization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41484524828385
Depth-First Search (DFS) and Breadth-First Search (BFS),0.0,0.6818467468905638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Historical Context of Literature,0.0,0.0,0.0,0.0,0.07751817370248042,0.0,0.0,0.0,0.0,0.0,0.0,0.16086962369961755,0.16778848546457656,0.0,0.0,0.0,0.0,0.05308950428331156,0.0,0.0
IT Project Documentation and Tracking,2.01103466000324e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6350362029750867,0.0,0.0,0.0,0.0,0.0,0.0
Big-O Notation,0.0,1.0227701203358457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Assessment Design and Rubric Development,0.6755803167702359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2740245184351663e-12,0.0,0.0
Market Validation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9021222793534016e-107,0.0,0.0,0.0,0.0,0.0,0.0,4.465906682499845e-101,0.0,0.0
Requirements Engineering and Analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7399901246895764,0.0,0.0,0.0,0.0,0.0
"Automation Scripting (Python, Bash)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.803672919401397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algorithms in Discrete Mathematics,0.0,0.0,0.0,0.0,0.0,4.185165028614665e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.45687759353664015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Augmented Reality (AR) and Virtual Reality (VR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6001320675970111,0.0,0.0,0.0,0.0,0.11687106158516378,0.0,0.0,0.0,0.2620593193310064,0.0
Logic and Set Theory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25305903742609476,0.0,0.0,0.0,2.587727790207697,0.0,0.0,0.0,0.0,0.0,0.004466143657482972,0.0
Multithreading and Concurrency,0.0,0.26754300190783853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15244722789337176,0.0,0.0,0.0,0.0,0.0
Computer Ethics and Legal Issues,0.0,0.0,0.0,0.0,0.0,2.148500923550238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Human Rights and Advocacy,0.00010322139115460906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8922434322077832,0.0,0.0,0.0,0.0
Offline Data Sync,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014136095012676948,0.0016262432967643747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mobile Testing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014136095012676948,0.0016262432967643747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Movement Analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.499843987668041e-19,0.0,0.0,0.0,6.029661651250351e-12,0.0,0.0,0.0,0.0,0.0,0.0,5.122891167532266e-16,0.0
Data Analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6070079852006122,0.0,0.0,0.0,0.5433297657283526,0.0,0.0,0.0,0.0,0.0,0.2637958656333236,0.0
Social and Political Context of Rizal's Time,0.0,0.0,0.0,0.0,0.001736513531211177,0.0,0.0,0.0,0.0,0.0,0.0,0.005535956558460592,0.013190305739623919,0.0,0.0,0.047947794141245406,0.0,0.05658244732262675,0.0,0.0
"Mobile Application Development (iOS, Android)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6001320675970111,0.0,0.0,0.0,0.0,0.11687106158516378,0.0,0.0,0.0,0.2620593193310064,0.0
Team and Individual Sports Fundamentals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.99895991778694e-20,0.0,0.0,0.0,4.019774434166901e-12,0.0,0.0,0.0,0.0,0.0,0.0,3.415260778354844e-16,0.0
Microcontrollers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5052728080488812e-141
Rizal's Role in the Reform Movement,0.0,0.0,0.0,0.0,0.001736513531211177,0.0,0.0,0.0,0.0,0.0,0.0,0.005535956558460592,0.013190305739623919,0.0,0.0,0.047947794141245406,0.0,0.05658244732262675,0.0,0.0
Reinforcement Learning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.872659629330351e-143,0.0,0.0,0.0,0.0,0.0,0.0
Customer Relationship Management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159822504823429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leadership,0.0,0.0,2.2915630015410606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethics and Moral Philosophy,0.0,0.0,0.0,0.0,2.1035042078378465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Physical Conditioning for Outdoor Activities,0.0,0.0,0.0,0.0,0.009338951742673539,0.0,0.0,1.833732077599565e-148,0.0,0.0,1.1584172035402052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Data Transmission,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9823583428840617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Technological Risk and Uncertainty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3126215089519335,0.0,0.0,0.0,0.0
String Matching Algorithms,0.0,0.6818467468905638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algorithm Analysis,0.0,0.4954833000815495,0.0,0.0,0.0,0.0,0.0,0.0,0.00044626762294378675,0.0,0.021955608577850633,0.0,0.0,0.0,0.14832461198569896,0.0015047693107540221,0.0,0.0,0.0,0.0
Global Governance and International Organizations,0.0,0.0,0.0,0.0,0.06870624370127783,0.0,1.7406836117190203e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Literature Review,0.0,0.0,0.0,1.3961476568238906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Database Performance,0.0,0.0,0.0,0.0,0.0,0.0,6.999151949969605e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0577089349541284,0.0
Technology Transfer and Licensing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08899879058581966,0.0,0.0,0.0,0.0,0.0,1.3860927308691894e-56,0.0,0.0,0.0
Business Process Redesign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.317408279161078e-136,0.0,9.569155820539591e-154,0.0
Designing Effective Technical Presentations,3.016551990004848e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4525543044626303,0.0,0.0,0.0,0.0,0.0,0.0
CPR and First Aid Certification,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.99895991778694e-20,0.0,0.0,0.0,4.019774434166901e-12,0.0,0.0,0.0,0.0,0.0,0.0,3.415260778354844e-16,0.0
Product Development and Management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08899879058581966,0.0,0.0,0.0,0.0,0.0,1.3860927308691894e-56,0.0,0.0,0.0
Instructional Communication,0.6755803167702359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2740245184351663e-12,0.0,0.0
Heuristic Evaluation,0.0,0.0,0.0,0.0,0.0,0.0,0.8222914149859736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Business Planning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7397337572351435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cloud Security and Management,0.0,0.0,0.0,0.0,0.0,2.1576467706368696,0.0,0.0,0.0,2.6766795171454256,0.0,0.0,0.0,0.0,0.0,0.0,0.1905243146003483,0.0,0.0,0.0
Colonialism and Post-Colonial Studies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23263852632459334,0.0,0.03721672662085233,0.0,0.0
Mobile and Web Usability,0.0,0.0,0.0,0.0,0.0,0.0,0.8222914149859736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OOP Principles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8413018073371732,0.0,0.0,0.0,0.0,0.0
Enterprise IBM Solutions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.578211743739646e-176,0.0,0.0,0.0,0.0,0.0
"Digital Communication (Email, Social Media, Online Presentations)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8954515916613899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Digital Literacy,0.0,0.0,0.0,0.0,0.0,3.2227513853253575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Object-Oriented Programming (OOP),0.0,0.0,3.6602397173345644e-81,5.4163730140627405e-05,0.0,0.0,0.0,0.0,0.005173243840824012,0.13599847681768987,0.03600282073991868,0.0,0.0,0.015338202278048664,0.019045331697343272,0.0070931190069192865,0.0,0.0,0.0,3.613038796162442e-06
IBM Cloud Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5669370419614488e-177,0.0,0.0,2.6456502384279858e-180
Task Analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.8222914149859736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
